"sampleid" "diet" "day_post_inf" "mouse_id" "study" "diet_true" "high_fat" "high_fiber" "purified_diet" "seq_depth"
"326" "34.9837.0531" "HF/HF" 0 9837 3 "HF/HF" 1 1 1 66805
"327" "33.9838.0528" "HF/HF" -3 9838 3 "HF/HF" 1 1 1 18062
"328" "34.9838.0531" "HF/HF" 0 9838 3 "HF/HF" 1 1 1 24549
"329" "33.9839.0528" "HF/HF" -3 9839 3 "HF/HF" 1 1 1 29078
"330" "34.9839.0531" "HF/HF" 0 9839 3 "HF/HF" 1 1 1 44390
"331" "33.9840.0528" "HF/HF" -3 9840 3 "HF/HF" 1 1 1 63482
"332" "34.9840.0531" "HF/HF" 0 9840 3 "HF/HF" 1 1 1 24066
"333" "33.9841.0528" "LF/LF" -3 9841 3 "LF/LF" 0 0 1 1227
"334" "34.9841.0531" "LF/LF" 0 9841 3 "LF/LF" 0 0 1 18535
"335" "33.9842.0528" "LF/LF" -3 9842 3 "LF/LF" 0 0 1 1812
"336" "33.9843.0528" "LF/LF" -3 9843 3 "LF/LF" 0 0 1 858
"337" "34.9843.0531" "LF/LF" 0 9843 3 "LF/LF" 0 0 1 22373
"338" "33.9844.0528" "LF/LF" -3 9844 3 "LF/LF" 0 0 1 518
"339" "34.9844.0531" "LF/LF" 0 9844 3 "LF/LF" 0 0 1 21276
"340" "33.9845.0528" "LF/LF" -3 9845 3 "LF/LF" 0 0 1 265
"341" "34.9845.0531" "LF/LF" 0 9845 3 "LF/LF" 0 0 1 28397
"342" "33.9846.0528" "HF/LF" -3 9846 3 "HF/LF" 1 0 1 6470
"343" "34.9846.0531" "HF/LF" 0 9846 3 "HF/LF" 1 0 1 3088
"344" "33.9847.0528" "HF/LF" -3 9847 3 "HF/LF" 1 0 1 1346
"345" "34.9847.0531" "HF/LF" 0 9847 3 "HF/LF" 1 0 1 8920
"346" "33.9848.0528" "HF/LF" -3 9848 3 "HF/LF" 1 0 1 6428
"347" "34.9848.0531" "HF/LF" 0 9848 3 "HF/LF" 1 0 1 694
"348" "33.9849.0528" "HF/LF" -3 9849 3 "HF/LF" 1 0 1 878
"349" "34.9849.0531" "HF/LF" 0 9849 3 "HF/LF" 1 0 1 190
"350" "34.9851.0531" "HF/LF" 0 9851 3 "HF/LF" 1 0 1 640
"351" "33.9857.0528" "HF/LF" -3 9851 3 "HF/LF" 1 0 1 2599
"352" "41.9871.0530" "LF/HF" -15 9871 4 "Chow" 0 1 0 33408
"353" "42.9871.0606" "LF/HF" -8 9871 4 "LF/HF" 0 1 1 32610
"354" "43.9871.0611" "LF/HF" -3 9871 4 "LF/HF" 0 1 1 26939
"355" "44.9871.0614" "LF/HF" 0 9871 4 "LF/HF" 0 1 1 52938
"356" "41.9872.0530" "LF/HF" -15 9872 4 "Chow" 0 1 0 31166
"357" "42.9872.0606" "LF/HF" -8 9872 4 "LF/HF" 0 1 1 38613
"358" "43.9872.0611" "LF/HF" -3 9872 4 "LF/HF" 0 1 1 38159
"359" "44.9872.0614" "LF/HF" 0 9872 4 "LF/HF" 0 1 1 59714
"360" "41.9873.0530" "LF/HF" -15 9873 4 "Chow" 0 1 0 47626
"361" "42.9873.0606" "LF/HF" -8 9873 4 "LF/HF" 0 1 1 40556
"362" "43.9873.0611" "LF/HF" -3 9873 4 "LF/HF" 0 1 1 26894
"363" "44.9873.0614" "LF/HF" 0 9873 4 "LF/HF" 0 1 1 39584
"364" "41.9874.0530" "LF/HF" -15 9874 4 "Chow" 0 1 0 36647
"365" "42.9874.0606" "LF/HF" -8 9874 4 "LF/HF" 0 1 1 45601
"366" "43.9874.0611" "LF/HF" -3 9874 4 "LF/HF" 0 1 1 117569
"367" "44.9874.0614" "LF/HF" 0 9874 4 "LF/HF" 0 1 1 29261
"368" "41.9875.0530" "LF/HF" -15 9875 4 "Chow" 0 1 0 29424
"369" "42.9875.0606" "LF/HF" -8 9875 4 "LF/HF" 0 1 1 23964
"370" "43.9875.0611" "LF/HF" -3 9875 4 "LF/HF" 0 1 1 42024
"371" "44.9875.0614" "LF/HF" 0 9875 4 "LF/HF" 0 1 1 42766
"372" "41.9876.0530" "HF/HF" -15 9876 4 "Chow" 0 1 0 81632
"373" "42.9876.0606" "HF/HF" -8 9876 4 "HF/HF" 1 1 1 39243
"374" "43.9876.0611" "HF/HF" -3 9876 4 "HF/HF" 1 1 1 44144
"375" "44.9876.0614" "HF/HF" 0 9876 4 "HF/HF" 1 1 1 42062
"376" "41.9877.0530" "HF/HF" -15 9877 4 "Chow" 0 1 0 35808
"377" "42.9877.0606" "HF/HF" -8 9877 4 "HF/HF" 1 1 1 39222
"378" "43.9877.0611" "HF/HF" -3 9877 4 "HF/HF" 1 1 1 36225
"379" "44.9877.0614" "HF/HF" 0 9877 4 "HF/HF" 1 1 1 45185
"380" "41.9878.0530" "HF/HF" -15 9878 4 "Chow" 0 1 0 44003
"381" "42.9878.0606" "HF/HF" -8 9878 4 "HF/HF" 1 1 1 49237
"382" "43.9878.0611" "HF/HF" -3 9878 4 "HF/HF" 1 1 1 27408
"383" "44.9878.0614" "HF/HF" 0 9878 4 "HF/HF" 1 1 1 7565
"384" "41.9879.0530" "HF/HF" -15 9879 4 "Chow" 0 1 0 30920
"385" "42.9879.0606" "HF/HF" -8 9879 4 "HF/HF" 1 1 1 42795
"386" "43.9879.0611" "HF/HF" -3 9879 4 "HF/HF" 1 1 1 48925
"387" "44.9879.0614" "HF/HF" 0 9879 4 "HF/HF" 1 1 1 52756
"388" "41.9880.0530" "HF/HF" -15 9880 4 "Chow" 0 1 0 38429
"389" "42.9880.0606" "HF/HF" -8 9880 4 "HF/HF" 1 1 1 36877
"390" "43.9880.0611" "HF/HF" -3 9880 4 "HF/HF" 1 1 1 45460
"391" "44.9880.0614" "HF/HF" 0 9880 4 "HF/HF" 1 1 1 39816
"392" "41.9881.0530" "LF/LF" -15 9881 4 "Chow" 0 1 0 41749
"393" "42.9881.0606" "LF/LF" -8 9881 4 "LF/LF" 0 0 1 24476
"394" "43.9881.0611" "LF/LF" -3 9881 4 "LF/LF" 0 0 1 3164
"395" "44.9881.0614" "LF/LF" 0 9881 4 "LF/LF" 0 0 1 44081
"396" "41.9882.0530" "LF/LF" -15 9882 4 "Chow" 0 1 0 34891
"397" "42.9882.0606" "LF/LF" -8 9882 4 "LF/LF" 0 0 1 34404
"398" "43.9882.0611" "LF/LF" -3 9882 4 "LF/LF" 0 0 1 6756
"399" "44.9882.0614" "LF/LF" 0 9882 4 "LF/LF" 0 0 1 33055
"400" "41.9883.0530" "LF/LF" -15 9883 4 "Chow" 0 1 0 39647
"401" "42.9883.0606" "LF/LF" -8 9883 4 "LF/LF" 0 0 1 27592
"402" "43.9883.0611" "LF/LF" -3 9883 4 "LF/LF" 0 0 1 1249
"403" "44.9883.0614" "LF/LF" 0 9883 4 "LF/LF" 0 0 1 36190
"404" "41.9884.0530" "LF/LF" -15 9884 4 "Chow" 0 1 0 38177
"405" "42.9884.0606" "LF/LF" -8 9884 4 "LF/LF" 0 0 1 31674
"406" "43.9884.0611" "LF/LF" -3 9884 4 "LF/LF" 0 0 1 8738
"407" "44.9884.0614" "LF/LF" 0 9884 4 "LF/LF" 0 0 1 49560
"408" "41.9885.0530" "LF/LF" -15 9885 4 "Chow" 0 1 0 31885
"409" "42.9885.0606" "LF/LF" -8 9885 4 "LF/LF" 0 0 1 36809
"410" "43.9885.0611" "LF/LF" -3 9885 4 "LF/LF" 0 0 1 1955
"411" "44.9885.0614" "LF/LF" 0 9885 4 "LF/LF" 0 0 1 39594
"412" "41.9886.0530" "HF/LF" -15 9886 4 "Chow" 0 1 0 29996
"413" "42.9886.0606" "HF/LF" -8 9886 4 "HF/LF" 1 0 1 29639
"414" "43.9886.0611" "HF/LF" -3 9886 4 "HF/LF" 1 0 1 14868
"415" "44.9886.0614" "HF/LF" 0 9886 4 "HF/LF" 1 0 1 29038
"416" "41.9887.0530" "HF/LF" -15 9887 4 "Chow" 0 1 0 31800
"417" "42.9887.0606" "HF/LF" -8 9887 4 "HF/LF" 1 0 1 25376
"418" "43.9887.0611" "HF/LF" -3 9887 4 "HF/LF" 1 0 1 681
"419" "44.9887.0614" "HF/LF" 0 9887 4 "HF/LF" 1 0 1 20526
"420" "41.9888.0530" "HF/LF" -15 9888 4 "Chow" 0 1 0 28541
"421" "42.9888.0606" "HF/LF" -8 9888 4 "HF/LF" 1 0 1 41745
"422" "43.9888.0611" "HF/LF" -3 9888 4 "HF/LF" 1 0 1 3579
"423" "44.9888.0614" "HF/LF" 0 9888 4 "HF/LF" 1 0 1 11502
"424" "41.9889.0530" "HF/LF" -15 9889 4 "Chow" 0 1 0 25378
"425" "42.9889.0606" "HF/LF" -8 9889 4 "HF/LF" 1 0 1 39622
"426" "43.9889.0611" "HF/LF" -3 9889 4 "HF/LF" 1 0 1 18928
"427" "44.9889.0614" "HF/LF" 0 9889 4 "HF/LF" 1 0 1 23742
"428" "41.9890.0530" "HF/LF" -15 9890 4 "Chow" 0 1 0 35205
"429" "42.9890.0606" "HF/LF" -8 9890 4 "HF/LF" 1 0 1 33901
"430" "43.9890.0611" "HF/LF" -3 9890 4 "HF/LF" 1 0 1 15076
"431" "44.9890.0614" "HF/LF" 0 9890 4 "HF/LF" 1 0 1 34319
"432" "51.9939.0613" "Chow" -15 9939 5 "Chow" 0 1 0 40213
"433" "52.9939.0620" "Chow" -8 9939 5 "Chow" 0 1 0 21753
"434" "53.9939.0625" "Chow" -3 9939 5 "Chow" 0 1 0 33123
"435" "54.9939.0628" "Chow" 0 9939 5 "Chow" 0 1 0 42105
"436" "51.9940.0613" "Chow" -15 9940 5 "Chow" 0 1 0 34358
"437" "52.9940.0620" "Chow" -8 9940 5 "Chow" 0 1 0 34671
"438" "53.9940.0625" "Chow" -3 9940 5 "Chow" 0 1 0 69102
"439" "54.9940.0628" "Chow" 0 9940 5 "Chow" 0 1 0 87658
"440" "51.9941.0613" "Chow" -15 9941 5 "Chow" 0 1 0 36224
"441" "52.9941.0620" "Chow" -8 9941 5 "Chow" 0 1 0 38634
"442" "53.9941.0625" "Chow" -3 9941 5 "Chow" 0 1 0 27050
"443" "54.9941.0628" "Chow" 0 9941 5 "Chow" 0 1 0 45315
"444" "51.9942.0613" "Chow" -15 9942 5 "Chow" 0 1 0 52045
"445" "52.9942.0620" "Chow" -8 9942 5 "Chow" 0 1 0 35345
"446" "53.9942.0625" "Chow" -3 9942 5 "Chow" 0 1 0 43768
"447" "54.9942.0628" "Chow" 0 9942 5 "Chow" 0 1 0 38133
"448" "51.9943.0613" "Chow" -15 9943 5 "Chow" 0 1 0 56518
"449" "52.9943.0620" "Chow" -8 9943 5 "Chow" 0 1 0 NA
"450" "53.9943.0625" "Chow" -3 9943 5 "Chow" 0 1 0 35584
"451" "54.9943.0628" "Chow" 0 9943 5 "Chow" 0 1 0 36649
"452" "51.9944.0613" "LF/LF" -15 9944 5 "Chow" 0 1 0 44289
"453" "52.9944.0620" "LF/LF" -8 9944 5 "LF/LF" 0 0 1 49167
"454" "53.9944.0625" "LF/LF" -3 9944 5 "LF/LF" 0 0 1 1493
"455" "54.9944.0628" "LF/LF" 0 9944 5 "LF/LF" 0 0 1 79537
"456" "51.9945.0613" "LF/LF" -15 9945 5 "Chow" 0 1 0 37021
"457" "52.9945.0620" "LF/LF" -8 9945 5 "LF/LF" 0 0 1 41740
"458" "53.9945.0625" "LF/LF" -3 9945 5 "LF/LF" 0 0 1 39585
"459" "54.9945.0628" "LF/LF" 0 9945 5 "LF/LF" 0 0 1 36297
"460" "51.9946.0613" "LF/LF" -15 9946 5 "Chow" 0 1 0 25344
"461" "52.9946.0620" "LF/LF" -8 9946 5 "LF/LF" 0 0 1 60028
"462" "53.9946.0625" "LF/LF" -3 9946 5 "LF/LF" 0 0 1 27586
"463" "54.9946.0628" "LF/LF" 0 9946 5 "LF/LF" 0 0 1 63496
"464" "51.9947.0613" "LF/LF" -15 9947 5 "Chow" 0 1 0 52817
"465" "52.9947.0620" "LF/LF" -8 9947 5 "LF/LF" 0 0 1 46947
"466" "53.9947.0625" "LF/LF" -3 9947 5 "LF/LF" 0 0 1 2175
"467" "54.9947.0628" "LF/LF" 0 9947 5 "LF/LF" 0 0 1 7670
"468" "51.9948.0613" "LF/LF" -15 9948 5 "Chow" 0 1 0 37663
"469" "52.9948.0620" "LF/LF" -8 9948 5 "LF/LF" 0 0 1 36837
"470" "53.9948.0625" "LF/LF" -3 9948 5 "LF/LF" 0 0 1 53233
"471" "54.9948.0628" "LF/LF" 0 9948 5 "LF/LF" 0 0 1 34433
"472" "51.9949.0613" "HF/LF" -15 9949 5 "Chow" 0 1 0 35903
"473" "52.9949.0620" "HF/LF" -8 9949 5 "HF/LF" 1 0 1 40036
"474" "53.9949.0625" "HF/LF" -3 9949 5 "HF/LF" 1 0 1 1777
"475" "54.9949.0628" "HF/LF" 0 9949 5 "HF/LF" 1 0 1 18838
"476" "51.9950.0613" "HF/LF" -15 9950 5 "Chow" 0 1 0 32548
"477" "52.9950.0620" "HF/LF" -8 9950 5 "HF/LF" 1 0 1 50533
"478" "53.9950.0625" "HF/LF" -3 9950 5 "HF/LF" 1 0 1 5586
"479" "54.9950.0628" "HF/LF" 0 9950 5 "HF/LF" 1 0 1 19358
"480" "51.9951.0613" "HF/LF" -15 9951 5 "Chow" 0 1 0 36291
"481" "52.9951.0620" "HF/LF" -8 9951 5 "HF/LF" 1 0 1 60089
"482" "53.9951.0625" "HF/LF" -3 9951 5 "HF/LF" 1 0 1 1509
"483" "54.9951.0628" "HF/LF" 0 9951 5 "HF/LF" 1 0 1 26669
"484" "51.9952.0613" "HF/LF" -15 9952 5 "Chow" 0 1 0 37115
"485" "52.9952.0620" "HF/LF" -8 9952 5 "HF/LF" 1 0 1 64059
"486" "53.9952.0625" "HF/LF" -3 9952 5 "HF/LF" 1 0 1 2808
"487" "54.9952.0628" "HF/LF" 0 9952 5 "HF/LF" 1 0 1 28191
"488" "51.9953.0613" "HF/LF" -15 9953 5 "Chow" 0 1 0 64675
"489" "52.9953.0620" "HF/LF" -8 9953 5 "HF/LF" 1 0 1 41736
"490" "53.9953.0625" "HF/LF" -3 9953 5 "HF/LF" 1 0 1 1215
"491" "54.9953.0628" "HF/LF" 0 9953 5 "HF/LF" 1 0 1 7836
